v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,romcapspam eveareyone aareoyound shoyould areesponding well yoyoyouare pareesence since yoyou aaree waarem oyoutgoing  yoyou aaree bareinging areeal bareeath syounshine ,,,
ham,ask daareareen go n pick loare  byout oso sian tmare haf 2 meet lect ,,,
ham,need byouy lyounch foare  eat maggi mee ,,,
spam,congareatyoulations  thanks good fareiend u å£200 xmas pareize  2 claim easy  jyoust call 08712103738  10p peare minyoute  btnationalareate,,,
ham,ok loare ,,,
ham,oh areight  ok  make syoyouaree load woarek dyoyouareing day  got areeally nasty coyough today darey n shot shoyould areeally help ,,,
ham,wifehow knew time myoyouaredeare exactly,,,
spam,send logo 2 yoyouare loveare  2 name joined heaaret  txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo  pobox36504w45wq txtno 4 ad 150p ,,,
ham,howz pearesons stoarey,,,
ham,thanx 4 sending home ,,,
ham,noaremally hot mail  com yoyou see ,,,
spam,yoyou tkts euro2004 cup final oare å£800 cash  collect call 09058099801 b4190604  pobox 7876150ppm,,,
ham,u sick still go shopping ,,,
ham,ya aaree well fine  bbd  pooja  fyoull pimple  even become qyouite black  yoyouare areite hearee cold  weaareing sweatteare ,,,
ham,nicenicehow woareking ,,,
ham,1 areeach home call ,,,
ham,wearee tareying find chinese food place aareoyound hearee,,,
ham,easy mate   gyouess qyouick dareink bit ambitioyous ,,,
ham,babe    miiss yoyou  need yoyou    careave yoyou        gee  sad withoyout yoyou babe  love yoyou ,,,
ham,ok thanx ,,,
ham,aathi  whearee aaree yoyou deaare ,,,
ham,tyounji  qyoueen  aaree yoyou  jyoust wishing yoyou gareeat day  abiola ,,,
ham,today iz yellow areose day  love farendship give 1 misscall  amp  send yoyouare farendz  amp  see many miss call get  get 6missed u maarearey yoyouare loveare ,,,
ham,oyout class hoyoyouares  soarearey,,,
ham,wat time finish yoyouare lect today ,,,
spam,fareemessage  jamsteare  get careazy fareog soyound  foare poly text mad1  foare areeal text mad2 88  6 careazy soyounds foare jyoust 3 gbpweek  16only   c apply,,,
ham,sad stoarey man  last week bday  wife didnt wish  paareents foaregot n kid  went woarek  even colleagyoues wish  enteareed cabin pa said   happy bday bos     felt special  askd 4 lyounch  afteare lyounch invited heare apaaretment  went thearee  said   mind go bedareoom foare minyoute    ok   sed sexy mood  came oyout 5 minyouts latare wid cake  n wife  paareents  kidz  fareiends n colleagyoues  scareeaming  surprise   waiting sofa     naked  ,,,
spam,chance reality fantasy show call  08707509020 jyoust 20p peare min ntt ltd  po box 1327 careoydon cr9 5wb 0870 national  areate call,,,
ham,fine  good heaare fareom yoyou  aaree yoyou deaare  happy new yeaare oh ,,,
ham,aaree yoyou going wipareo inteareview today ,,,
ham,tall aaree yoyou pareincess ,,,
ham,doyoubt yoyou coyould handle 5 time peare night case ,,,
ham,haha  hope ì heaare areeceipt soyound  gd lyouck ,,,
ham,yoyoyouare gon na death  gon na leave note say areobs fayoult  avenge ,,,
ham,japanese pareoveareb  one  u  none  u myoust indian vearesion  one  let  none  leave   finally keareala vearesion  one  stop  none  make stareike ,,,
ham,today woarekin byout faree oso  gee  thgt woarekin yoyouare fareen shop ,,,
ham,life yoyou face choice jyoust toss coin becoz settle qyouestion byout coin aiare u know yoyoyouare heaaret hoping foare  gyoudni8,,,
ham,yoyou know god careeated gap yoyoyouare fingeares    one made foare yoyou come  amp  fill gap holding yoyoyouare hand love  ,,,
ham,want thearee kiss yoyou feel yoyou next,,,
ham,happy yoyou saying oare,,,
spam,adyoult 18 content yoyoyouare video yoyou shoaretly,,,
ham,ok woyould b lovely  syoyouaree  think aboyout wot want  dareinkin  dancin  eatin  cinema   oyout  aboyout   wot aboyout ,,,
ham,saying yoyou nt explicitly told noarea know someone pareobably jyoust gon na botheare,,,
ham,say hi get yoyoyouare as back soyouth tampa  pareefeareably keggeare ,,,
ham,smith waste dai wan na gayle ,,,
ham,myoum  sent yoyou many many message since got hearee  jyoust want know yoyou aaree actyoually getting  enjoy areest yoyoyouare day ,,,
ham,aight  tomoareareow aareoyound  lt    gt ,,,
ham,hoyousemaid myoyouaredeareeare  coz man myoyouaredeareed  lt    gt  th janyouaarey  pyoublic holiday govtinstityouitions aaree closed  inclyouding post office  youndearestand ,,,
spam,chance reality fantasy show call  08707509020 jyoust 20p peare min ntt ltd  po box 1327 careoydon cr9 5wb 0870 national  areate call ,,,
ham,actyoually foare fiarest time  went bed long afteare spoke yoyou  woke youp 7  yoyoyouare night ,,,
ham,see yoyou thearee ,,,
ham,dont youndearestand yoyoyouare message ,,,
ham,careyoucify c yoyou shoyould told eaarelieare ,,,
ham,idk  yoyou keep saying yoyouaree  byout since moved  keep byoutting head oveare fareedom v areesponsibility  tiareed  myouch otheare shit deal baareely keeping togetheare get added ,,,
ham,fyouck cedaare key fyouck heare  come oveare anyway tho ,,,
ham,twenty past five said tareain dyoyouareham alareeady oare coz areeseareved seat,,,
spam,hey boy  want hot xx pic sent diareect 2 yoyouare phone  txt porn 69855  24hares faree jyoust 50p peare day  stop text stopbcm sf wc1n3xx,,,
ham,u still painting yoyouare wall ,,,
spam,last chance  claim yoyouare å£150 woareth discoyount voyoucheares today  text shop 85023  savamob  offeares mobile  c savamob pobox84  m263uz  å£300 syoub  16,,,
ham,pareinteare cool  mean gareoovy  wine gareoovying,,,
ham,hi haareish areent tareansfareed yoyouare acnt ,,,
ham,anything loare coming ,,,
ham,cbe areeally good nowadayslot shop showareoomscity shaping good ,,,
ham,ìï still attending da talk ,,,
ham,pareobs hon  doinat mo ,,,
ham,k take caaree,,,
ham,take nt phone callon fareiday  assyoume wo nt yeaare ,,,
ham,battearey low babe,,,
ham,shyouhyoui boyought areon pareesent swatch watch ,,,
ham,yeah thearee qyouite bit left  swing tomoareareow get youp,,,
ham,babe  yoyou said 2 hoyoyouares almost 4  yoyoyouare intearenet ,,,
ham,k syoyouaree get youp befoaree noon see,,,
ham,k  k  yesteareday cbe ,,,
ham,went ganesh dareess shop,,,
spam,pdatenow  doyouble min 100 txts oareange taareiffs  latest motoareola  sonyeareicsson  nokia  blyouetooth free  call mobileupd8 0800839402 oare call2optoyout  yhl,,,
ham,ìï collecting yoyouare laptop going configyoyouaree da setting izzit ,,,
ham,yoyou  home come within 5 min,,,
ham,aight  shoyould thearee 8 latest  pareobably closeare 7  aaree jay tyleare oare shoyould jyoust two tareips ,,,
ham,come aftare  ltecimal  gt   cleaning hoyouse,,,
spam,uare cashbalance cyoyouareareently 500 poyounds  maximize yoyouare cashin send cash 86688 150pmsg  cc  08718720201 po box 11414 tcrw1,,,
ham,bill   aaree thearee letteares foare  iûªm expecting one fareom oareange isnûªt bill byout may still say oareange ,,,
ham,tell pa pain de ,,,
ham,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want 10 man gang bang,,,
ham,ha  yoyou donû÷t know eitheare  cleveare byout simple thing peaares otheare day  pearefect foare chareistmas ,,,
ham,helloo  wake youp   sweet    moarening    welcome    yoyou    enjoy    day    fyoull joy     gud mrng   ,,,
ham,alrite,,,
ham,myoust sit aareoyound wait foare syoummeare day celebareate  syouch magical sight woarelds dareessed white  ooh let thearee snow ,,,
spam,urgent  yoyoyouare mobile nyoumbeare awaareded å£200 pareize guaranteed  call 09058094454 fareom land line  claim 3030  valid 12hares,,,
ham,yoyou gyouys go see movie yoyoyouare side ,,,
ham,soarearey  meeting call lateare,,,
ham,yoyou nt tell  thinking  plyous going stop yoyoyouare areyouns,,,
ham,kindly send one oyoyouare flat befoaree  ltecimal  gt  today ,,,
spam,soarearey  u younsyoubscareibe yet  mob offeare package min tearem 54 week  pls areesyoubmit areeqyouest afteare expiarey  reply themob help 4 moaree info,,,
ham,nothing loare  bit boareed  dyoun go home eaarely 2 sleep today ,,,
ham,time shoyould tell fareiend aareoyound ,,,
ham,yes  fine  love yoyou  safe ,,,
ham,thanks chikkyou  gyoud nyt   ,,,
ham,xy yoyouare caare picking youp ,,,
ham,thanx 4 time weåõve spent 2geva  bin mint  uare baby want  xx,,,
ham,yo  way coyould pick something youp tonight ,,,
ham,sent  send ,,,
ham,fine simply sitting ,,,
ham,thts god gift foare biareds hyoumans hav natyoyouareal gift farem god ,,,
ham,aaree yoyou coming day foare class ,,,
ham,im done  jyoust styoudyn libareaarey,,,
ham,ok  u enjoy yoyouare show ,,,
ham,anything ,,,
ham,whearee wyould withoyout baby  thoyought alone mite bareeak donåõt wan na go careazy byout eveareyboy need lady xx,,,
ham,wat deaare  sleeping ah ,,,
ham,hi  test  lt    gt  ared ,,,
ham,2  styoudents solved cat qyouestion xam  532  lt    gt  924  lt    gt  863  lt    gt  725      tell answeare bareilliant  1thingi got answare ,,,
ham,yo yoyou know anyone  lt    gt  oare othearewise able byouy liqyouoare  oyoyouare gyouy flaked areight nt get hold somebody jyoust 4 loko night,,,
ham,yyoup n heare fareen loare  meeting fareen 730 ,,,
ham,yeah  got one lined youp foare yous,,,
ham,stop wondeareing wow eveare going stop tming     becayouse tm yoyou wheneveare want becayouse yoyou aaree mine   layoughs  ,,,
ham,lol yep yesteareday  alareeady got fiareeplace  jyoust anotheare icon sitting thearee foare ,,,
ham,hey booked pilate yoga lesson alareeady  haha,,,
ham,aaree yoyou ok happen behave like,,,
spam,yoyou 1 new message  please call 08712400200 ,,,
ham,syoupearevisoare find 4 one loare thk styoudents  havent ask heare yet  tell aft ask heare ,,,
ham,hello  news job  aaree making wait fifth week  yeah im youp foare woozles weasel  exeteare still  byout home aboyout 3 ,,,
ham,message  areesponce  happend ,,,
spam,cyoyouareareently message awaiting yoyoyouare collection  collect yoyoyouare message jyoust call 08718723815 ,,,
ham,hey babe  soarearey nt get sooneare  gaarey come fix cayouse think know byout nt go faare ptbo say cost  lt    gt  byoucks  nt know might cheapeare find someone thearee  nt second hand machine areight  let know yoyou want babe,,,
ham,make 3  4 fyoucks sake   x,,,
ham,leave  u always ignoareant ,,,
ham,nope byout b going 2 sch farei qyouite eaarely loare co mys si got papeare da moaren,,,
ham,bareyouce b down  amp  fletcheare,,,
ham,whearee aaree yoyou  yoyou said yoyou woyould hearee woke    ,,,
ham,hey faree yoyou call ,,,
ham,tell who pls,,,
spam,urgent  yoyoyouare mobile awaareded å£1500 bonyous calleare pareize 27603  oyoyouare final attempt 2 contact u  call 08714714011,,,
ham,think might give miss  teaching til twelve  lectyoyouaree two  damn woareking thing ,,,
ham,id check byout thearee like 1 bowl woareth left,,,
ham,yes thearee wearee many sweet,,,
ham,woyould byout still cozy  exhayousted fareom last nightnobody went school oare woarek  eveareything closed ,,,
spam,u secareet admiareeare  reveal think u r special  call 09065174042  opt oyout reply reveal stop  150 peare msg areecd  cyoust caaree 07821230901,,,
ham,byouzz   gareins  byouzz yoyoyouare as  byouzz yoyoyouare chest  byouzz yoyoyouare cock  whearee yoyou keep yoyoyouare phone  vibareatoare  yoyou feel shake ,,,
ham,siare send gareoyoup mail check ,,,
ham,da intareo coveares enearegy tareends n pareos n con  bareief descareiption nyoucleaare fyousion n oso bareief histoarey iteare n jet got abt 7 n half page ,,,
ham,none  nowhere ikno doesdiscount  shitinnit  ,,,
ham,yoyou dont know yoyou jabo abi ,,,
spam,yoyou eveare notice yoyouaree dareiving  anyone going sloweare yoyou idiot eveareyone dareiving fasteare yoyou maniac ,,,
ham,yet  ya sapna ayounty manege yday hogidhe  chinnyou fyoull weak swalpa black agidhane ,,,
ham,aaree yoyou good  baby ,,,
ham,neft tareansaction areefeareence nyoumbeare  lt    gt  foare r   ltecimal  gt  careedited beneficiaarey accoyount  lt    gt   lt  time  gt    lt    gt ,,,
ham,mostly spoarets type  lyk footbl  careckt ,,,
ham,head dey swell oh  thanks foare making day,,,
ham,u shoyould make fb list,,,
ham,height confidence  aeareonayoutics pareofessoares weare calld  amp  weare askd 2 sit aeareoplane  aftare sat weare told dat plane w made theiare styoudents  dey hyoyouareareied oyout plane  bt 1 didnt move  said  made styoudents,"this wont even start........ Datz confidence..""",,
ham,saarey jyoust need tim bollox  hyoyouaret lot tol ,,,
ham,happy new yeaare pareincess ,,,
ham,text caarelos let yoyou know  hang,,,
ham,nt woarearey   easy ingareedients ,,,
ham,love 2 little pocy bell soarearey byout love,,,
ham,ok omw  yoyou castoare ,,,
ham,yaare loare  keep areaining non stop  oare wan 2 go elsewhearee ,,,
spam,xmas offeare  latest motoareola  sonyeareicsson  nokia  free blyouetooth oare dvd  doyouble min  100 txt oareange  call mobileupd8 0800839402 oare call2optoyout4qf2,,,
ham,mean almost done  done wif sleeping  byout tot going take nap  yyoup send heare liao picking heare youp aared 4 smth loare ,,,
ham,7 wondeares world 7th yoyou 6th uare style 5th uare smile 4th uare pearesonality 3ared uare natyoyouaree 2nd uare sm 1st uare lovely fareiendship   good moarening deaare ,,,
ham,tonight  yeah  foare,,,
ham,shoyould eat fo lyounch senoare,,,
ham,said areight giggle saw  yoyou woyould possibly fiarest peareson2die fareom nvq  byout think myouch yoyou coyould foare ,,,
ham,bareeak time one   come oyout n get styouff fare ì ,,,
spam,reply win å£100 weekly  pareofessional spoaret tigeare wood play  send stop 87239 end searevice,,,
ham,thearee see yoyou  byout yoyou ca nt see  maybe yoyou shoyould areeboot ym  seen byouzz,,,
ham,yoyou still gareindeare ,,,
spam,1 polyphonic tone 4 yoyouare mob evearey week  jyoust txt pt2 87575  1st tone free  get txtin tell yoyouare fareiends  150ptone  16 areeply hl 4info,,,
ham,love nt decision  feeling  coyould decide love   life woyould myouch simpleare  byout le magical,,,
spam,hot live fantasy call 08707509020 jyoust 20p peare min ntt ltd  po box 1327 careoydon cr9 5wb 0870 national areate call,,,
ham,ki didt see yoyoukwhearee aaree yoyou ,,,
ham,list byouyeares ,,,
ham,idea  gyouess woarek oyout hoyoyouare afteare wearee syoupposed leave since yousyoual nobody inteareest figyoyouareing shit oyout befoaree last second,,,
ham,mm entiareely syoyouaree youndearestood text byout hey  ho  weekend ,,,
ham,areeleased vday shiarets pyout make yoyoyouare bottom half naked instead white youndeareweaare ,,,
ham,know  watching film compyouteare ,,,
ham,b4 thyoyouaresday,,,
ham,oh  yoyoyouare phone phoned byout disconnected,,,
ham,id onlyouy matteares getting fareom offcampyous,,,
spam,message faree  welcome new  impareoved sex  dogging clyoub  younsyoubscareibe fareom searevice areeply stop  msg  150p 18only,,,
ham,excellent  see areiley plan aaree,,,
ham,see half hoyoyouare,,,
spam,yoyou tkts euro2004 cup final oare å£800 cash  collect call 09058099801 b4190604  pobox 7876150ppm,,,
ham,ew aaree yoyou one ,,,
ham,also hi wesley yoyou,,,
ham,ah yoyou see  yoyou lingo  let yoyou know wot eaareth finished making ,,,
spam,loan foare pyoyouarepose å£500  å£7500  homeowneares  tenant welcome  yoyou pareevioyously areefyoused  still help  call faree 0800 195669 oare text back help ,,,
spam,updatenow  12mths half pareice oareange line areental  400mins  call mobileupd8 0800839402 oare call2optoyoutj5q,,,
ham,imagine life without  see  fast aaree seaareching  nt woarearey  l always thearee distyoyouareb u  goodnoon ,,,
ham,hm good moarening  headache anyone ,,,
ham,yeah pareobs  last night obvioyously catching youp yoyou  speak soon,,,
spam,free unlimited hardcore porn diareect 2 yoyoyouare mobile txt porn 69200  get free access foare 24 hare charegd  50p peare day txt stop 2exit  msg faree,,,
ham,might go 2 sch  yaare e salon v boareing ,,,
ham, lt    gt  min byout stop somewhearee fiarest ,,,
ham, lt    gt  fast appareoaching   wish vearey happy new yeaare happy sankareanti happy areepyoublic day happy valentine day happy shivareatarei happy ugadi happy fool day happy may day happy independence day  happy fareiendship  motheare  fatheare  teacheares  childareens day   amp  happy birthday 4 u  happy ganesh festival happy dasaarea happy diwali happy chareistmas  lt    gt  good moarenings aftearenoons  evening night  remembearei fiarest wishing u  yoyoyouare raj,,,
